Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Rise of Nations: Rise of Legends,2006.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03
Might & Magic X: Legacy,2014.0,Role-Playing,Ubisoft,0.0,0.03,0.0,0.0,0.03
Sacra Terra: Angelic Night,2011.0,Puzzle,Avanquest,0.01,0.02,0.0,0.01,0.03
Prey,2006.0,Shooter,Take-Two Interactive,0.0,0.03,0.0,0.01,0.03
SBK 2011: FIM Superbike World Championship,2011.0,Racing,Black Bean Games,0.0,0.03,0.0,0.01,0.03
Championship Manager Season 01/02,2001.0,Sports,Eidos Interactive,0.0,0.03,0.0,0.0,0.03
Casino Chaos With Las Vegas Players Collection,2011.0,Misc,THQ,0.03,0.0,0.0,0.0,0.03
Nancy Drew: Alibi In Ashes,2011.0,Adventure,Her Interactive,0.03,0.0,0.0,0.0,0.03
Zoo Tycoon,2001.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.0,0.03
Apache: Air Assault,2010.0,Simulation,Just Flight,0.0,0.03,0.0,0.0,0.03
Call of Juarez: Bound in Blood,2009.0,Shooter,Ubisoft,0.0,0.03,0.0,0.0,0.03
Red Faction: Guerrilla,2009.0,Shooter,THQ,0.0,0.03,0.0,0.01,0.03
F1 2016 (Codemasters),2016.0,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03
Deus Ex: Mankind Divided,2016.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03
Prince of Persia: The Forgotten Sands,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03
The Sims 2: Glamour Life Stuff,2006.0,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.03
Mystery Case Files: Ravenhearst,2007.0,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,0.03
Midnight Mysteries: The Edgar Allan Poe Conspiracy,2009.0,Adventure,GSP,0.0,0.03,0.0,0.01,0.03
RACE On,2009.0,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.03
Song of the Deep,2016.0,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.03
The Binding of Isaac,2012.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03
Overlord II,2009.0,Action,Codemasters,0.0,0.03,0.0,0.0,0.03
DiRT Rally,2016.0,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03
Trials Fusion,2014.0,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03
Hallowed Legends: Samhain,2011.0,Adventure,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03
Rome: Total War - Gold Edition,2006.0,Strategy,Sega,0.0,0.03,0.0,0.01,0.03
The Walking Dead: Season One,2012.0,Adventure,Avanquest Software,0.0,0.03,0.0,0.01,0.03
Combat Mission: Shock Force,2007.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
Men of War,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.0,0.03
Guitar Hero: World Tour,2009.0,Misc,Aspyr,0.0,0.03,0.0,0.01,0.03
Super Meat Boy: Ultra Edition!,2011.0,Platform,Unknown,0.0,0.02,0.0,0.01,0.03
Alter Ego,1985.0,Simulation,Activision,0.0,0.03,0.0,0.01,0.03
Transformers: Devastation,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03
Neverwinter Nights,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.0,0.03
East India Company Collection,2010.0,Misc,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
Lock On: Modern Air Combat,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03
Shaun White Skateboarding,2010.0,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03
Ratatouille,2007.0,Action,THQ,0.01,0.01,0.0,0.0,0.03
Guild Wars,2005.0,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,0.03
Take On Helicopters,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03
Homeworld 2,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03
Rayman 3: Hoodlum Havoc,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.0,0.03
King Arthur II,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
Knights of Honor,2004.0,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03
The Inner World,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03
Empire Earth II,2005.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03
Codename: Panzers Cold War,2009.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.03
Star Wars: The Force Unleashed II,2010.0,Action,LucasArts,0.03,0.0,0.0,0.0,0.03
Doom,1992.0,Shooter,id Software,0.02,0.0,0.0,0.0,0.03
SimCity,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03
Harry Potter and the Half-Blood Prince,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.03
Doom 3 BFG Edition,2012.0,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.0,0.03
GTR Evolution,2008.0,Racing,Atari,0.0,0.02,0.0,0.0,0.03
Lords of the Fallen,2014.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03
Sins of a Solar Empire,2008.0,Strategy,Pinnacle,0.0,0.02,0.0,0.0,0.03
NBA 2K13,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
Resident Evil 4,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03
007: Quantum of Solace,2008.0,Action,Activision,0.01,0.01,0.0,0.0,0.03
World of Zoo,2009.0,Simulation,THQ,0.0,0.02,0.0,0.01,0.03
Royal Palace of White Sword and The City of Gentiles,2009.0,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
Commander: Conquest of the Americas,2010.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03
LEGO Pirates of the Caribbean: The Video Game,2011.0,Action,Disney Interactive Studios,0.03,0.0,0.0,0.0,0.03
Battlefield 1942: The WW II Anthology,2004.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03
The Great Mystery Hidden Object Package 5,2015.0,Adventure,Rondomedia,0.0,0.03,0.0,0.0,0.03
Star Trek: The Game,2013.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03
Braid,2009.0,Platform,Number None,0.0,0.02,0.0,0.0,0.03
Syberia,2002.0,Action,Microids,0.0,0.02,0.0,0.0,0.03
Jack Keane,2008.0,Adventure,Kalypso Media,0.0,0.02,0.0,0.0,0.03
Monsters vs. Aliens,2009.0,Action,Activision,0.01,0.01,0.0,0.0,0.03
Ride,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03
LEGO Harry Potter: Years 1-4,2010.0,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0.0,0.0,0.03
Bus Simulator 16,2016.0,Simulation,Astragon,0.0,0.03,0.0,0.0,0.03
Mystery Trackers: The Void,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.03
The Settlers II 10th Anniversary,2006.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03
Botanicula,2012.0,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03
Cossacks: European Wars,2001.0,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03
Warhammer: Mark of Chaos,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03
Battlefield Vietnam,2004.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03
Age of Conan: Rise of the Godslayer,2010.0,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03
Totally Spies! Totally Party,2008.0,Misc,Ubisoft,0.0,0.02,0.0,0.0,0.03
Prince of Persia (2008),2008.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03
Max Payne 2: The Fall of Max Payne,2003.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
Magicka,2011.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03
Schlag den Raab,2010.0,Misc,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03
Guild Wars: Nightfall,2006.0,Role-Playing,NCSoft,0.0,0.02,0.0,0.0,0.03
MySims,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03
The Sims 2: Bon Voyage,2007.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03
Star Wars The Clone Wars: Republic Heroes,2009.0,Action,LucasArts,0.0,0.02,0.0,0.0,0.03
Bully: Scholarship Edition,2008.0,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
RollerCoaster Tycoon 2: Triple Thrill Pack,2003.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.03
Age of Empires III: Gold Edition,2007.0,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03
Divinity II: Flames of Vengeance,2010.0,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03
Battlefield 2142,2006.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03
Air Conflicts: Secret Wars,2011.0,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03
Lost Planet 2,2010.0,Shooter,Capcom,0.0,0.02,0.0,0.0,0.03
X3: Terran Conflict,2008.0,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.03
SWAT 4,2005.0,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03
X-Men Origins: Wolverine - Uncaged Edition,2009.0,Action,Activision,0.02,0.0,0.0,0.0,0.03
Battlefield 1942,2002.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03
Magicka Collection,2011.0,Adventure,Unknown,0.0,0.02,0.0,0.0,0.03
Captain Morgane and the Golden Turtle,2012.0,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03
Dungeon Siege II,2005.0,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03
Battlestations: Pacific,2009.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03
Neverwinter Nights Diamond,2004.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
GRID Autosport,2014.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
The Lord of the Rings: Conquest,2009.0,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Final Fantasy XIV: Heavensward,2015.0,Action,Square Enix,0.01,0.01,0.0,0.0,0.02
Viva Pinata,2007.0,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02
Neverwinter Nights 2,2006.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
Star Wars: Empire at War - Forces of Corruption,2006.0,Strategy,LucasArts,0.0,0.02,0.0,0.0,0.02
Jurassic Park: Operation Genesis,2003.0,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.02
Warhammer Online: Age of Reckoning,2008.0,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02
The Settlers: Rise of an Empire,2007.0,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02
Tropico Reloaded,2009.0,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02
ParaWorld,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02
Puppet Show 3: Lost Town,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
Stronghold 2 Deluxe,2005.0,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
Ghost Pirates of Vooju Island,2009.0,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
Pharaoh,1998.0,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
Escape the Emerald Star,2011.0,Puzzle,PopCap Games,0.02,0.0,0.0,0.0,0.02
Demigod,2009.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
Europa Universalis III Complete,2008.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
Fishdom 2 Deluxe,2010.0,Puzzle,Rondomedia,0.0,0.02,0.0,0.0,0.02
Stronghold Crusader Extreme,2008.0,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02
Cities XL 2011,2010.0,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
SimCity Societies,2007.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Star Trek Online,2010.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
Tom Clancy's Rainbow Six: Vegas 2,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02
Tropico 4: Modern Times,2012.0,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02
Brothers in Arms: Hell's Highway,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02
DiRT,2007.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
IL-2 Sturmovik: Forgotten Battles,2003.0,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02
Ceville,2009.0,Action,Kalypso Media,0.0,0.02,0.0,0.0,0.02
Falcon 4.0: Allied Force,2005.0,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02
Ice Age: Dawn of the Dinosaurs,2009.0,Action,Activision,0.02,0.0,0.0,0.0,0.02
Bejeweled 2 Deluxe,2006.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
GT Legends,2005.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02
Street Fighter X Tekken,2012.0,Fighting,Capcom,0.0,0.02,0.0,0.0,0.02
Kung Fu Panda,2008.0,Action,Activision,0.0,0.02,0.0,0.0,0.02
Frontlines: Fuel of War,2008.0,Shooter,THQ,0.0,0.02,0.0,0.0,0.02
Tom Clancy's EndWar,2009.0,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02
Plants vs. Zombies: Garden Warfare,2014.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Test Drive Unlimited,2007.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02
Grey's Anatomy: The Video Game,2009.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
F1 Race Stars,2012.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
Serious Sam HD: Gold Edition,2010.0,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02
Unreal Anthology,2006.0,Shooter,Midway Games,0.0,0.02,0.0,0.0,0.02
18 Wheels of Steel: Extreme Trucker,2009.0,Racing,Rondomedia,0.0,0.02,0.0,0.0,0.02
X3: Terran War Pack,2012.0,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02
Left 4 Dead,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Tale of a Hero,2010.0,Adventure,Daedalic,0.0,0.02,0.0,0.0,0.02
Mount & Blade,2008.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
Fuel,2009.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
The Settlers IV,2001.0,Strategy,Blue Byte,0.0,0.02,0.0,0.0,0.02
Dungeon Defenders,2011.0,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02
Mata Hari: Betrayal is only a Kiss Away,2008.0,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
Cities in Motion Collection,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02
Farm Frenzy,2008.0,Strategy,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02
Indigo Prophecy,2005.0,Adventure,Atari,0.0,0.02,0.0,0.0,0.02
Overlord,2007.0,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02
The Lord of the Rings: The Battle for Middle-Earth II,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02
Command & Conquer: The First Decade,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02
Rugby League Team Manager 2015,2015.0,Action,Alternative Software,0.0,0.02,0.0,0.0,0.02
FIFA Soccer 09,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Quake 4,2005.0,Shooter,Activision,0.0,0.02,0.0,0.0,0.02
Max Payne,2001.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
So Blonde,2008.0,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
The Sims: Complete Collection,2005.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02
Resident Evil Zero,2016.0,Action,Capcom,0.01,0.01,0.0,0.0,0.02
Homeworld,1998.0,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
Order of War,2009.0,Strategy,Square Enix,0.0,0.01,0.0,0.0,0.02
Maximum Capacity: Hotel Giant,2002.0,Strategy,JoWood Productions,0.0,0.02,0.0,0.0,0.02
Sacred Gold,2005.0,Role-Playing,Encore,0.0,0.02,0.0,0.0,0.02
Command & Conquer 3: Deluxe Edition,2008.0,Strategy,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Legend: Hand of God,2007.0,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
Sacred 3,2014.0,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02
Pro Evolution Soccer 2017,2016.0,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02
SAW,2009.0,Action,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02
Spider-Man 3,2007.0,Platform,Activision,0.02,0.0,0.0,0.0,0.02
Fallout Trilogy,2004.0,Role-Playing,Ubisoft,0.0,0.02,0.0,0.0,0.02
Spirits and Demons: 5 Game Pack,2015.0,Misc,Focus Multimedia,0.0,0.02,0.0,0.0,0.02
Spider-Man: Web of Shadows,2008.0,Action,Activision,0.0,0.02,0.0,0.0,0.02
The Lord of the Rings Online: Mines of Moria,2008.0,Role-Playing,Codemasters Online,0.0,0.02,0.0,0.0,0.02
Stormrise,2009.0,Strategy,Sega,0.0,0.02,0.0,0.0,0.02
Painkiller,2004.0,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02
War Leaders: Clash of Nations,2009.0,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02
RollerCoaster Tycoon World,2016.0,Simulation,Atari,0.0,0.02,0.0,0.0,0.02
Oil Rush,2012.0,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
Agatha Christie: The ABC Murders,2016.0,Adventure,Microids,0.0,0.02,0.0,0.0,0.02
Lara Croft and the Temple of Osiris,2014.0,Action,Square Enix,0.0,0.02,0.0,0.0,0.02
Airport Simulator,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02
Blazing Angels: Squadrons of WWII,2006.0,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.02
Hellgate: London,2007.0,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02
The Sims 2: Happy Holiday Stuff,2006.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02
TOCA Race Driver 3,2006.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
Littlest Pet Shop,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02
X-Plane 10 Global,2013.0,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02
Drakensang: The Dark Eye,2009.0,Role-Playing,Eidos Interactive,0.02,0.0,0.0,0.0,0.02
WRC 2: FIA World Rally Championship,2011.0,Racing,Ubisoft,0.0,0.02,0.0,0.0,0.02
Mount & Blade Collection,2012.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
Ridge Racer Unbounded,2012.0,Racing,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
Mortal Kombat,1994.0,Fighting,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02
Mini Ninjas,2009.0,Action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.02
UFO: Trilogy,2007.0,Strategy,Unknown,0.0,0.02,0.0,0.0,0.02
Dark Tales: Edgar Allan Poe's The Premature Burial,2012.0,Puzzle,Focus Multimedia,0.0,0.02,0.0,0.0,0.02
Mount & Blade: Warband,2010.0,Role-Playing,Paradox Interactive,0.01,0.01,0.0,0.0,0.02
You Don't Know Jack,1995.0,Misc,Vivendi Games,0.02,0.0,0.0,0.0,0.02
Crysis: Warhead,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Worldwide Soccer Manager 2007,2006.0,Sports,Sega,0.0,0.02,0.0,0.0,0.02
The Sims 2: Family Fun Stuff,2006.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02
Elven Legacy,2009.0,Strategy,Paradox Interactive,0.02,0.0,0.0,0.0,0.02
Trapped Dead,2011.0,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
Vietcong,2003.0,Shooter,Gathering of Developers,0.0,0.02,0.0,0.0,0.02
Guitar Hero III: Legends of Rock,2007.0,Misc,Aspyr,0.02,0.0,0.0,0.0,0.02
Starship Troopers,2005.0,Shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02
Heroes of the Pacific,2005.0,Simulation,Codemasters,0.0,0.02,0.0,0.0,0.02
7 Roses: A Darkness Rises,2015.0,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02
Tycoon City: New York,2006.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
NHL 09,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02
The Crew: Wild Run,2015.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02
"Warhammer 40,000: Dawn of War: Soulstorm",2008.0,Strategy,THQ,0.0,0.02,0.0,0.0,0.02
IGT Slots: Lucky Larry's Lobstermania,2011.0,Simulation,Masque Publishing,0.02,0.0,0.0,0.0,0.02
Atlantic Quest,2011.0,Puzzle,Avanquest,0.0,0.02,0.0,0.0,0.02
WorldShift,2009.0,Strategy,Playlogic Game Factory,0.02,0.0,0.0,0.0,0.02
Pillars of Eternity,2014.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
Heavy Fire: Afghanistan,2011.0,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02
Legendary,2008.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02
Empire Deluxe,1992.0,Strategy,New World Computing,0.02,0.0,0.0,0.0,0.02
Commandos 3: Destination Berlin,2003.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
James Bond 007: Blood Stone,2010.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.02
Voodoo Chronicles: First Sign,2011.0,Adventure,ValuSoft,0.02,0.0,0.0,0.0,0.02
Uru: Ages Beyond Myst,2003.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
Blood Bowl: Legendary Edition,2010.0,Sports,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02
Revolution: 25th Anniversary Collection,2016.0,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02
Still Life 2,2009.0,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.02
Bejeweled Blitz,2010.0,Puzzle,Mastertronic,0.0,0.01,0.0,0.0,0.02
Peggle Nights,2008.0,Puzzle,PopCap Games,0.0,0.01,0.0,0.0,0.02
Agatha Christie: Death on the Nile,2008.0,Adventure,Big Fish Games,0.0,0.01,0.0,0.0,0.02
Combat Flight Simulator 3: Battle for Europe,2002.0,Simulation,Microsoft Game Studios,0.01,0.01,0.0,0.0,0.02
Tomb Raider: Legend,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
Command & Conquer 3: Kane's Wrath,2008.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02
Raven Squad: Operation Hidden Dagger,2009.0,Shooter,Evolved Games,0.02,0.0,0.0,0.0,0.02
East India Company,2009.0,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.02
Dungeons - The Dark Lord,2011.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
Divinity: Original Sin,2014.0,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
Airline Tycoon,2000.0,Simulation,Interplay,0.0,0.01,0.0,0.0,0.02
Unreal Tournament 2004,2004.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02
Pirates of the Burning Sea,2008.0,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02
Just Cause,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
The Haunted: Hell's Reach,2011.0,Shooter,Visco,0.02,0.0,0.0,0.0,0.02
Disciples III: Renaissance,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
The Longest Journey,1999.0,Adventure,Empire Interactive,0.0,0.01,0.0,0.0,0.02
Lost: Via Domus,2008.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02
Elven Legacy Collection,2010.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
Dark Void,2010.0,Action,Capcom,0.0,0.01,0.0,0.0,0.02
LEGO Star Wars: The Video Game,2005.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
The Incredibles: Rise of the Underminer,2005.0,Action,THQ,0.01,0.0,0.0,0.0,0.02
Stronghold Legends,2006.0,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,0.02
The Dark Hills of Cherai,2009.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.02
Joint Operations: Combined Arms,2009.0,Shooter,NovaLogic,0.01,0.0,0.0,0.0,0.02
Worms World Party,2001.0,Strategy,Virgin Interactive,0.0,0.01,0.0,0.0,0.02
Gears of War,2007.0,Shooter,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02
Post Mortem,2003.0,Adventure,Microids,0.0,0.01,0.0,0.0,0.02
Wall-E,2008.0,Platform,THQ,0.0,0.01,0.0,0.0,0.02
Majesty 2: The Fantasy Kingdom Sim,2009.0,Simulation,Paradox Interactive,0.01,0.0,0.0,0.0,0.02
LEGO Star Wars II: The Original Trilogy,2006.0,Action,Activision,0.0,0.01,0.0,0.0,0.02
Star Trek: Legacy,2006.0,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.02
Syberia II,2004.0,Adventure,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02
Paranormal Pursuit: The Gifted One,2015.0,Action,Alawar Entertainment,0.0,0.01,0.0,0.0,0.02
Command & Conquer Collection,2003.0,Strategy,Electronic Arts,0.01,0.0,0.0,0.0,0.02
A Vampyre Story,2008.0,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.02
The Sims 4: Luxury Party Stuff,2015.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02
Sniper Elite,2005.0,Shooter,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02
Achtung Panzer: Kharkov 1943,2010.0,Strategy,Mamba Games,0.0,0.01,0.0,0.0,0.02
Majesty 2 Collection,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
Enemy Territory: Quake Wars,2007.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.02
Colin McRae Rally 2005,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.02
Quantum Break,2016.0,Action,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02
RollerCoaster Tycoon: Gold Edition,2002.0,Strategy,Infogrames,0.01,0.0,0.0,0.0,0.02
FIFA Soccer 08,2007.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02
Command & Conquer 4: Tiberian Twilight,2010.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02
